id:INT,name:STRING,category:STRING,supplier_id:INT
2117,Product2117,Sports,4
2118,Product2118,Toys,461
2119,Product2119,Category43,7
2120,Product2120,Electronics,434
2121,Product2121,Category79,382
2122,Product2122,Category36,247
2123,Product2123,Category54,330
2124,Product2124,Category59,460
2125,Product2125,Electronics,163
2126,Product2126,Category52,294
2127,Product2127,Automotive,380
2128,Product2128,Category86,162
2129,Product2129,Category48,83
2130,Product2130,Category24,159
2131,Product2131,Category66,322
2132,Product2132,Electronics,132
2133,Product2133,Jewelry,195
2134,Product2134,Category32,203
2135,Product2135,Category37,325
2136,Product2136,Category67,465
2137,Product2137,Category67,389
2138,Product2138,Category68,428
2139,Product2139,Category80,285
2140,Product2140,Electronics,361
2141,Product2141,Category60,339
2142,Product2142,Category81,1
2143,Product2143,Garden,292
2144,Product2144,Category60,274
2145,Product2145,Category47,31
2146,Product2146,Electronics,311
2147,Product2147,Category22,120
2148,Product2148,Category78,332
2149,Product2149,Category86,480
2150,Product2150,Category73,198
2151,Product2151,Health,424
2152,Product2152,Category77,309
2153,Product2153,Category72,347
2154,Product2154,Category57,157
2155,Product2155,Category70,340
2156,Product2156,Category21,487
2157,Product2157,Category49,347
2158,Product2158,Category61,110
2159,Product2159,Category56,320
2160,Product2160,Category71,394
2161,Product2161,Category71,189
2162,Product2162,Electronics,368
2163,Product2163,Category44,380
2164,Product2164,Category56,167
2165,Product2165,Category51,378
2166,Product2166,Category47,120
2167,Product2167,Category38,42
2168,Product2168,Category45,224
2169,Product2169,Category79,271
2170,Product2170,Category69,277
2171,Product2171,Electronics,119
2172,Product2172,Category72,437
2173,Product2173,Category55,16
2174,Product2174,Books,445
2175,Product2175,Category31,447
2176,Product2176,Category60,18
2177,Product2177,Category76,375
2178,Product2178,Category74,230
2179,Product2179,Category21,69
2180,Product2180,Category67,405
2181,Product2181,Electronics,320
2182,Product2182,Category41,374
2183,Product2183,Category61,192
2184,Product2184,Category32,120
2185,Product2185,Category32,422
2186,Product2186,Category34,162
2187,Product2187,Category44,153
2188,Product2188,Category22,291
2189,Product2189,Category77,282
2190,Product2190,Category43,244
2191,Product2191,Electronics,427
2192,Product2192,Category74,470
2193,Product2193,Category61,211
2194,Product2194,Category57,378
2195,Product2195,Category41,145
2196,Product2196,Garden,21
2197,Product2197,Category43,340
2198,Product2198,Category50,237
2199,Product2199,Category48,181
2200,Product2200,Electronics,460
2201,Product2201,Jewelry,307
2202,Product2202,Clothing,50
2203,Product2203,Category27,422
2204,Product2204,Category68,365
2205,Product2205,Category45,462
2206,Product2206,Category21,399
2207,Product2207,Category61,361
2208,Product2208,Category62,215
2209,Product2209,Category37,170
2210,Product2210,Category43,196
2211,Product2211,Category67,283
2212,Product2212,Category61,23
2213,Product2213,Books,216
2214,Product2214,Garden,388
2215,Product2215,Movies,28
2216,Product2216,Tools,70
2217,Product2217,Pet Supplies,282
2218,Product2218,Category31,400
2219,Product2219,Software,377
2220,Product2220,Pet Supplies,427
2221,Product2221,Category69,8
2222,Product2222,Category52,311
2223,Product2223,Category81,101
2224,Product2224,Category37,43
2225,Product2225,Jewelry,418
2226,Product2226,Category39,413
2227,Product2227,Category62,429
2228,Product2228,Category22,142
2229,Product2229,Sports,411
2230,Product2230,Category24,369
2231,Product2231,Category78,376
2232,Product2232,Beauty,456
2233,Product2233,Category33,170
2234,Product2234,Category67,344
2235,Product2235,Category86,314
2236,Product2236,Category31,445
2237,Product2237,Automotive,127
2238,Product2238,Category84,376
2239,Product2239,Health,66
2240,Product2240,Category80,232
2241,Product2241,Category47,200
2242,Product2242,Category83,259
2243,Product2243,Category51,64
2244,Product2244,Shoes,313
2245,Product2245,Electronics,387
2246,Product2246,Category62,116
2247,Product2247,Category46,12
2248,Product2248,Category47,2
2249,Product2249,Category46,80
2250,Product2250,Category62,355
2251,Product2251,Category69,18
2252,Product2252,Category66,214
2253,Product2253,Category55,123
2254,Product2254,Category49,72
2255,Product2255,Category32,293
2256,Product2256,Movies,205
2257,Product2257,Category24,90
2258,Product2258,Software,500
2259,Product2259,Books,173
2260,Product2260,Category74,31
2261,Product2261,Category20,471
2262,Product2262,Office,368
2263,Product2263,Electronics,426
2264,Product2264,Category24,279
2265,Product2265,Category82,451
2266,Product2266,Category69,145
2267,Product2267,Electronics,254
2268,Product2268,Category26,310
2269,Product2269,Category37,285
2270,Product2270,Category85,283
2271,Product2271,Category66,436
2272,Product2272,Garden,339
2273,Product2273,Category64,45
2274,Product2274,Electronics,499
2275,Product2275,Category22,470
2276,Product2276,Category29,75
2277,Product2277,Beauty,193
2278,Product2278,Movies,13
2279,Product2279,Clothing,492
2280,Product2280,Category71,84
2281,Product2281,Category83,270
2282,Product2282,Office,361
2283,Product2283,Category42,61
2284,Product2284,Category80,9
2285,Product2285,Category62,455
2286,Product2286,Category86,5
2287,Product2287,Category41,484
2288,Product2288,Category75,252
2289,Product2289,Category75,90
2290,Product2290,Category60,125
2291,Product2291,Category78,214
2292,Product2292,Category53,255
2293,Product2293,Category74,242
2294,Product2294,Category56,37
2295,Product2295,Category59,363
2296,Product2296,Category43,341
2297,Product2297,Automotive,136
2298,Product2298,Category35,101
2299,Product2299,Category46,294
2300,Product2300,Toys,311
2301,Product2301,Category58,464
2302,Product2302,Home,259
2303,Product2303,Category31,473
2304,Product2304,Category34,404
2305,Product2305,Movies,373
2306,Product2306,Category42,295
2307,Product2307,Category35,385
2308,Product2308,Category50,176
2309,Product2309,Tools,54
2310,Product2310,Category76,365
2311,Product2311,Health,48
2312,Product2312,Category67,392
2313,Product2313,Category47,114
2314,Product2314,Category58,275
2315,Product2315,Beauty,439
2316,Product2316,Music,392
2317,Product2317,Category71,205
2318,Product2318,Clothing,310
2319,Product2319,Electronics,496
2320,Product2320,Shoes,119
2321,Product2321,Category62,6
2322,Product2322,Category43,315
2323,Product2323,Software,191
2324,Product2324,Category24,478
2325,Product2325,Category75,411
2326,Product2326,Jewelry,450
2327,Product2327,Electronics,1
2328,Product2328,Category69,382
2329,Product2329,Category67,181
2330,Product2330,Category85,21
2331,Product2331,Toys,219
2332,Product2332,Electronics,85
2333,Product2333,Category21,51
2334,Product2334,Category69,257
2335,Product2335,Garden,66
2336,Product2336,Category25,323
2337,Product2337,Category42,254
2338,Product2338,Category82,200
2339,Product2339,Category52,428
2340,Product2340,Books,394
2341,Product2341,Category45,421
2342,Product2342,Category70,277
2343,Product2343,Jewelry,186
2344,Product2344,Category42,190
2345,Product2345,Category34,499
2346,Product2346,Office,1
2347,Product2347,Electronics,335
2348,Product2348,Category77,45
2349,Product2349,Category48,445
2350,Product2350,Health,211
2351,Product2351,Sports,177
2352,Product2352,Category58,490
2353,Product2353,Category29,183
2354,Product2354,Category58,262
2355,Product2355,Sports,257
2356,Product2356,Software,473
2357,Product2357,Category67,465
2358,Product2358,Electronics,313
2359,Product2359,Electronics,171
2360,Product2360,Electronics,198
2361,Product2361,Movies,95
2362,Product2362,Category77,249
2363,Product2363,Category78,126
2364,Product2364,Category31,333
2365,Product2365,Category20,268
2366,Product2366,Category86,253
2367,Product2367,Category84,93
2368,Product2368,Category67,345
2369,Product2369,Books,261
2370,Product2370,Category41,272
2371,Product2371,Category47,382
2372,Product2372,Category80,178
2373,Product2373,Category49,217
2374,Product2374,Electronics,178
2375,Product2375,Grocery,234
2376,Product2376,Category80,339
2377,Product2377,Music,475
2378,Product2378,Category75,102
2379,Product2379,Electronics,89
2380,Product2380,Movies,101
2381,Product2381,Category79,392
2382,Product2382,Category65,424
2383,Product2383,Category61,115
2384,Product2384,Category32,211
2385,Product2385,Category28,293
2386,Product2386,Category48,298
2387,Product2387,Category59,469
2388,Product2388,Tools,451
2389,Product2389,Beauty,211
2390,Product2390,Category22,315
2391,Product2391,Category20,414
2392,Product2392,Category47,77
2393,Product2393,Automotive,321
2394,Product2394,Category43,285
2395,Product2395,Category79,133
2396,Product2396,Books,428
2397,Product2397,Category26,384
2398,Product2398,Category63,243
2399,Product2399,Category71,129
2400,Product2400,Category26,302
2401,Product2401,Category58,249
2402,Product2402,Electronics,247
2403,Product2403,Category34,237
2404,Product2404,Electronics,78
2405,Product2405,Category74,36
2406,Product2406,Category23,376
2407,Product2407,Category43,13
2408,Product2408,Category82,290
2409,Product2409,Category25,269
2410,Product2410,Electronics,490
2411,Product2411,Category20,438
2412,Product2412,Category38,141
2413,Product2413,Category67,444
2414,Product2414,Category26,251
2415,Product2415,Category75,62
2416,Product2416,Category26,47
2417,Product2417,Health,290
2418,Product2418,Category48,122
2419,Product2419,Category80,135
2420,Product2420,Jewelry,138
2421,Product2421,Category82,342
2422,Product2422,Category25,34
2423,Product2423,Category85,494
2424,Product2424,Category65,4
2425,Product2425,Movies,55
2426,Product2426,Category41,198
2427,Product2427,Category64,206
2428,Product2428,Category21,372
2429,Product2429,Category61,157
2430,Product2430,Category72,206
2431,Product2431,Category30,448
2432,Product2432,Category43,465
2433,Product2433,Category65,429
2434,Product2434,Category37,459
2435,Product2435,Category85,224
2436,Product2436,Electronics,205
2437,Product2437,Category75,305
2438,Product2438,Category28,373
2439,Product2439,Electronics,257
2440,Product2440,Shoes,96
2441,Product2441,Category34,214
2442,Product2442,Category48,301
2443,Product2443,Category52,276
2444,Product2444,Baby,407
2445,Product2445,Category46,275
2446,Product2446,Category80,329
2447,Product2447,Category57,259
2448,Product2448,Category44,312
2449,Product2449,Electronics,203
2450,Product2450,Electronics,371
2451,Product2451,Category35,424
2452,Product2452,Category36,135
2453,Product2453,Category73,194
2454,Product2454,Music,180
2455,Product2455,Category31,279
2456,Product2456,Category49,124
2457,Product2457,Category86,34
2458,Product2458,Category63,17
2459,Product2459,Health,378
2460,Product2460,Category63,182
2461,Product2461,Category35,7
2462,Product2462,Music,498
2463,Product2463,Category71,486
2464,Product2464,Electronics,113
2465,Product2465,Category79,475
2466,Product2466,Category74,441
2467,Product2467,Shoes,185
2468,Product2468,Category74,385
2469,Product2469,Electronics,291
2470,Product2470,Category45,362
2471,Product2471,Category30,418
2472,Product2472,Category26,53
2473,Product2473,Category35,131
2474,Product2474,Category70,406
2475,Product2475,Pet Supplies,243
2476,Product2476,Category50,85
2477,Product2477,Health,19
2478,Product2478,Category28,105
2479,Product2479,Clothing,301
2480,Product2480,Category24,110
2481,Product2481,Category61,236
2482,Product2482,Music,435
2483,Product2483,Category79,77
2484,Product2484,Category80,56
2485,Product2485,Toys,489
2486,Product2486,Category49,96
2487,Product2487,Office,188
2488,Product2488,Category31,27
2489,Product2489,Electronics,206
2490,Product2490,Clothing,307
2491,Product2491,Category85,444
2492,Product2492,Category75,40
2493,Product2493,Category48,321
2494,Product2494,Category58,109
2495,Product2495,Beauty,420
2496,Product2496,Electronics,141
2497,Product2497,Category46,105
2498,Product2498,Pet Supplies,216
2499,Product2499,Category56,88
2500,Product2500,Category75,383
