id:INT,customer_id:INT,total:DOUBLE,year:INT,status:STRING
10834,434,510.33,2022,completed
10835,62,66.96,2023,completed
10836,495,378.83,2022,completed
10837,110,431.93,2022,completed
10838,439,970.93,2024,refunded
10839,287,27.52,2022,pending
10840,260,192.98,2022,pending
10841,487,674.49,2022,refunded
10842,43,856.38,2022,pending
10843,437,380.34,2021,completed
10844,379,17.14,2023,refunded
10845,446,405.97,2022,completed
10846,405,931.72,2021,pending
10847,478,491.11,2023,cancelled
10848,141,105.51,2022,pending
10849,409,407.52,2022,refunded
10850,357,484.70,2022,completed
10851,367,615.63,2022,refunded
10852,327,35.27,2022,pending
10853,213,689.25,2020,completed
10854,474,446.45,2023,completed
10855,75,477.99,2022,completed
10856,204,993.10,2022,pending
10857,449,223.50,2020,completed
10858,400,765.33,2023,pending
10859,310,31.57,2023,refunded
10860,342,326.84,2024,cancelled
10861,229,26.59,2021,cancelled
10862,446,844.10,2023,refunded
10863,429,108.63,2023,completed
10864,240,751.42,2021,pending
10865,492,940.39,2024,completed
10866,289,151.57,2022,cancelled
10867,116,497.70,2022,pending
10868,471,766.94,2022,refunded
10869,129,445.40,2022,refunded
10870,116,611.32,2020,refunded
10871,90,617.76,2024,completed
10872,418,75.81,2021,cancelled
10873,271,295.55,2023,cancelled
10874,209,919.10,2021,completed
10875,249,972.20,2023,completed
10876,492,746.44,2024,pending
10877,243,358.46,2020,completed
10878,344,962.92,2021,completed
10879,373,22.04,2023,completed
10880,157,937.31,2021,cancelled
10881,3,395.14,2020,pending
10882,16,900.06,2022,cancelled
10883,270,324.15,2023,pending
10884,235,236.52,2022,refunded
10885,324,785.87,2022,refunded
10886,475,25.08,2023,completed
10887,196,802.90,2021,completed
10888,158,138.68,2022,completed
10889,452,469.14,2021,refunded
10890,228,512.05,2022,completed
10891,253,568.50,2022,pending
10892,442,18.79,2021,completed
10893,59,997.74,2023,pending
10894,278,628.39,2020,cancelled
10895,311,301.42,2022,pending
10896,340,203.85,2022,refunded
10897,368,850.35,2023,refunded
10898,280,131.46,2022,cancelled
10899,198,683.36,2024,pending
10900,197,914.52,2022,cancelled
10901,201,173.83,2020,refunded
10902,484,655.55,2024,refunded
10903,436,188.76,2024,refunded
10904,105,825.91,2023,cancelled
10905,109,613.30,2021,completed
10906,220,735.98,2020,cancelled
10907,353,347.38,2024,completed
10908,440,240.10,2021,refunded
10909,229,484.35,2021,refunded
10910,60,137.82,2023,pending
10911,158,218.13,2020,completed
10912,192,126.69,2022,completed
10913,34,715.61,2020,cancelled
10914,125,892.31,2022,completed
10915,459,478.15,2024,refunded
10916,284,656.54,2021,completed
10917,353,428.41,2021,completed
10918,9,167.36,2022,cancelled
10919,346,723.20,2023,completed
10920,280,923.54,2021,completed
10921,240,874.29,2024,cancelled
10922,268,706.76,2024,completed
10923,304,543.94,2020,refunded
10924,372,326.91,2023,completed
10925,278,748.84,2024,completed
10926,306,577.77,2020,completed
10927,436,324.78,2022,cancelled
10928,464,757.48,2023,completed
10929,73,814.07,2023,refunded
10930,94,589.74,2022,completed
10931,30,665.08,2021,cancelled
10932,52,486.66,2023,refunded
10933,112,372.40,2021,pending
10934,123,799.96,2021,completed
10935,207,301.36,2021,completed
10936,480,24.56,2020,completed
10937,166,476.68,2024,completed
10938,221,770.40,2024,refunded
10939,3,102.03,2020,completed
10940,462,87.96,2020,cancelled
10941,5,723.44,2020,completed
10942,266,468.02,2024,cancelled
10943,305,523.02,2022,cancelled
10944,79,928.22,2022,completed
10945,109,798.62,2023,completed
10946,377,722.38,2021,cancelled
10947,437,222.21,2022,cancelled
10948,216,241.75,2020,refunded
10949,315,332.06,2021,pending
10950,331,640.39,2022,refunded
10951,151,158.85,2024,pending
10952,430,565.07,2020,cancelled
10953,186,308.28,2022,refunded
10954,195,470.39,2022,completed
10955,337,335.51,2024,refunded
10956,63,172.37,2020,refunded
10957,77,489.75,2024,cancelled
10958,384,58.89,2023,cancelled
10959,12,306.89,2022,completed
10960,379,134.12,2022,completed
10961,491,495.25,2021,pending
10962,464,365.02,2023,refunded
10963,40,506.36,2023,completed
10964,485,753.72,2023,completed
10965,138,865.60,2022,completed
10966,371,789.87,2024,pending
10967,428,534.46,2024,cancelled
10968,336,968.15,2022,pending
10969,466,211.75,2022,cancelled
10970,99,661.74,2021,pending
10971,73,455.90,2022,pending
10972,260,716.07,2023,pending
10973,456,636.08,2022,cancelled
10974,63,190.46,2022,completed
10975,367,245.79,2020,completed
10976,477,292.11,2020,completed
10977,216,647.13,2022,completed
10978,184,891.10,2024,completed
10979,31,506.98,2021,pending
10980,390,85.11,2024,refunded
10981,274,10.94,2024,pending
10982,176,376.24,2020,completed
10983,391,865.29,2021,refunded
10984,463,623.04,2023,refunded
10985,445,358.34,2023,refunded
10986,171,500.57,2023,cancelled
10987,115,986.11,2023,completed
10988,450,368.08,2022,cancelled
10989,402,880.38,2021,completed
10990,256,984.08,2021,cancelled
10991,110,737.73,2023,pending
10992,499,293.02,2023,completed
10993,305,736.74,2020,completed
10994,70,175.86,2024,cancelled
10995,187,855.56,2020,refunded
10996,430,33.95,2022,refunded
10997,125,415.93,2020,refunded
10998,170,880.55,2024,completed
10999,416,293.04,2021,completed
11000,82,131.69,2024,completed
11001,146,348.23,2023,refunded
11002,134,406.10,2021,completed
11003,410,399.64,2021,cancelled
11004,331,836.04,2021,refunded
11005,39,510.03,2022,completed
11006,399,682.55,2024,completed
11007,268,915.68,2024,cancelled
11008,88,852.27,2021,completed
11009,489,429.13,2022,completed
11010,419,720.50,2024,completed
11011,280,386.38,2024,cancelled
11012,110,192.97,2022,completed
11013,425,416.01,2022,refunded
11014,27,496.68,2024,completed
11015,87,581.63,2020,completed
11016,19,927.46,2021,completed
11017,497,43.57,2023,refunded
11018,201,549.61,2021,refunded
11019,311,387.37,2020,pending
11020,322,277.56,2021,refunded
11021,216,119.53,2021,completed
11022,75,348.38,2021,completed
11023,216,560.64,2023,cancelled
11024,394,327.92,2024,pending
11025,105,322.05,2021,completed
11026,232,915.82,2023,completed
11027,472,82.08,2020,completed
11028,174,255.13,2024,cancelled
11029,438,737.09,2022,refunded
11030,145,872.32,2021,completed
11031,290,410.29,2023,completed
11032,244,262.72,2022,completed
11033,470,624.95,2020,completed
11034,265,831.90,2021,pending
11035,314,245.73,2022,refunded
11036,286,713.19,2021,completed
11037,136,209.78,2023,completed
11038,293,175.34,2020,pending
11039,111,366.17,2024,refunded
11040,184,772.91,2024,completed
11041,470,155.36,2023,completed
11042,311,44.90,2020,refunded
11043,174,970.20,2021,cancelled
11044,135,112.80,2022,pending
11045,379,486.54,2021,completed
11046,470,839.12,2023,refunded
11047,8,308.09,2023,cancelled
11048,248,777.35,2024,cancelled
11049,159,152.80,2021,refunded
11050,349,676.98,2024,pending
11051,448,636.86,2021,completed
11052,98,858.51,2020,pending
11053,141,856.28,2020,cancelled
11054,126,510.76,2023,refunded
11055,429,700.39,2024,completed
11056,170,451.77,2023,completed
11057,354,39.83,2020,completed
11058,290,553.09,2024,refunded
11059,454,260.22,2021,completed
11060,205,759.76,2024,completed
11061,497,223.41,2024,pending
11062,135,495.80,2021,pending
11063,443,191.25,2021,completed
11064,251,163.50,2022,completed
11065,178,453.49,2023,cancelled
11066,261,655.55,2023,pending
11067,429,28.24,2021,completed
11068,212,501.50,2023,completed
11069,10,163.50,2022,pending
11070,228,107.80,2022,refunded
11071,141,678.57,2023,pending
11072,413,679.58,2022,completed
11073,380,154.29,2024,cancelled
11074,317,544.40,2022,pending
11075,184,409.74,2023,cancelled
11076,335,947.93,2020,cancelled
11077,80,715.13,2024,completed
11078,373,633.82,2021,completed
11079,299,599.48,2022,completed
11080,412,628.20,2023,cancelled
11081,394,145.01,2022,completed
11082,106,957.68,2022,completed
11083,300,349.37,2024,refunded
11084,272,475.85,2024,refunded
11085,20,414.72,2024,completed
11086,90,20.12,2021,completed
11087,22,392.20,2020,completed
11088,72,779.15,2022,cancelled
11089,169,662.68,2024,completed
11090,489,982.28,2021,pending
11091,132,840.89,2020,completed
11092,412,42.74,2022,completed
11093,364,680.55,2024,refunded
11094,16,267.42,2024,completed
11095,458,392.90,2021,completed
11096,206,437.56,2022,pending
11097,498,554.86,2021,completed
11098,192,688.07,2024,pending
11099,463,558.00,2023,completed
11100,472,603.54,2022,completed
11101,14,62.12,2024,completed
11102,226,971.71,2021,pending
11103,362,222.29,2023,completed
11104,26,628.91,2021,cancelled
11105,139,943.17,2020,pending
11106,288,494.81,2022,cancelled
11107,59,377.30,2021,pending
11108,441,36.43,2021,refunded
11109,194,340.40,2020,completed
11110,268,20.76,2024,cancelled
11111,198,298.78,2021,cancelled
11112,73,895.14,2023,pending
11113,117,807.83,2022,cancelled
11114,326,562.30,2024,completed
11115,395,834.20,2022,pending
11116,165,808.04,2023,cancelled
11117,412,797.32,2023,completed
11118,189,822.36,2021,cancelled
11119,130,569.55,2024,completed
11120,385,264.17,2020,pending
11121,4,164.80,2023,cancelled
11122,85,908.69,2021,refunded
11123,153,703.90,2020,cancelled
11124,496,400.13,2024,refunded
11125,97,357.03,2021,completed
11126,17,366.13,2023,refunded
11127,30,196.14,2023,refunded
11128,200,461.81,2024,completed
11129,162,570.91,2021,completed
11130,26,387.09,2024,pending
11131,63,706.03,2023,refunded
11132,379,809.99,2023,completed
11133,362,287.12,2023,cancelled
11134,120,843.66,2022,cancelled
11135,26,336.67,2023,completed
11136,153,859.32,2024,pending
11137,70,197.51,2022,cancelled
11138,233,493.13,2024,pending
11139,305,800.44,2021,pending
11140,500,424.56,2023,completed
11141,392,34.85,2023,cancelled
11142,74,621.48,2022,completed
11143,36,107.97,2024,completed
11144,213,134.18,2020,completed
11145,14,766.51,2021,completed
11146,6,117.32,2024,completed
11147,381,478.60,2022,cancelled
11148,450,349.17,2021,refunded
11149,212,219.93,2023,cancelled
11150,367,376.45,2021,completed
11151,92,79.27,2024,cancelled
11152,221,25.55,2021,cancelled
11153,269,978.56,2024,completed
11154,363,761.86,2023,completed
11155,107,136.26,2022,completed
11156,1,899.42,2020,pending
11157,97,43.05,2022,completed
11158,274,426.48,2021,completed
11159,68,389.35,2022,completed
11160,354,279.32,2024,pending
11161,136,974.76,2021,completed
11162,464,104.34,2020,refunded
11163,90,385.54,2024,completed
11164,18,241.71,2023,completed
11165,402,901.91,2023,completed
11166,238,84.50,2020,cancelled
11167,45,344.77,2022,pending
11168,487,241.33,2024,cancelled
11169,353,591.95,2021,refunded
11170,426,205.18,2021,refunded
11171,439,646.14,2023,refunded
11172,242,307.17,2022,completed
11173,30,275.07,2021,cancelled
11174,110,751.66,2020,completed
11175,168,249.41,2023,cancelled
11176,41,792.71,2021,completed
11177,171,209.96,2022,pending
11178,134,197.44,2024,completed
11179,135,940.06,2020,cancelled
11180,284,769.92,2020,pending
11181,386,587.78,2022,refunded
11182,467,515.62,2021,completed
11183,428,563.59,2021,refunded
11184,423,977.27,2022,completed
11185,304,88.42,2021,pending
11186,311,383.97,2024,completed
11187,397,102.43,2020,completed
11188,314,154.54,2020,completed
11189,188,168.93,2021,completed
11190,338,452.18,2020,completed
11191,143,690.70,2022,completed
11192,196,186.17,2020,refunded
11193,346,129.63,2022,completed
11194,188,857.15,2024,refunded
11195,118,212.79,2022,completed
11196,79,85.99,2020,completed
11197,262,589.58,2023,completed
11198,321,665.19,2021,refunded
11199,379,41.84,2022,pending
11200,67,571.61,2023,pending
11201,283,330.53,2021,cancelled
11202,148,574.04,2024,completed
11203,44,783.26,2020,refunded
11204,82,351.11,2020,completed
11205,246,77.41,2024,cancelled
11206,477,389.97,2021,completed
11207,132,514.23,2022,pending
11208,53,94.29,2024,completed
11209,32,534.80,2020,completed
11210,386,159.78,2021,pending
11211,413,738.55,2024,completed
11212,4,974.30,2023,completed
11213,275,735.83,2023,completed
11214,202,748.36,2020,cancelled
11215,450,952.48,2024,completed
11216,194,911.69,2023,pending
11217,72,832.29,2023,pending
11218,364,963.61,2024,completed
11219,8,190.42,2023,refunded
11220,198,292.04,2020,completed
11221,20,50.97,2021,completed
11222,258,718.01,2024,completed
11223,88,786.51,2022,completed
11224,40,656.10,2023,refunded
11225,145,429.33,2024,completed
11226,261,390.85,2021,refunded
11227,32,888.63,2023,cancelled
11228,400,416.34,2021,pending
11229,6,554.75,2023,cancelled
11230,281,288.96,2020,pending
11231,454,229.48,2021,completed
11232,215,938.02,2020,refunded
11233,401,70.90,2023,refunded
11234,321,175.43,2022,completed
11235,418,225.94,2023,completed
11236,420,395.35,2020,cancelled
11237,155,145.70,2022,completed
11238,74,661.23,2023,pending
11239,336,784.66,2020,pending
11240,112,540.91,2023,pending
11241,21,849.23,2024,pending
11242,339,993.02,2022,completed
11243,208,822.53,2020,cancelled
11244,103,100.32,2023,completed
11245,201,166.51,2023,refunded
11246,360,463.36,2020,completed
11247,185,526.03,2021,completed
11248,154,120.82,2020,completed
11249,117,745.91,2021,completed
11250,134,331.86,2022,completed
11251,43,745.71,2022,cancelled
11252,430,755.42,2022,cancelled
11253,264,335.48,2021,completed
11254,449,557.74,2024,pending
11255,479,127.82,2022,cancelled
11256,369,483.92,2024,completed
11257,192,196.00,2023,pending
11258,254,619.87,2023,pending
11259,289,683.42,2022,completed
11260,299,733.77,2020,completed
11261,448,136.09,2022,pending
11262,228,858.32,2024,completed
11263,45,780.92,2023,completed
11264,331,36.53,2023,refunded
11265,27,92.58,2023,completed
11266,212,397.93,2020,refunded
11267,372,415.82,2023,completed
11268,385,105.01,2023,completed
11269,185,890.05,2023,pending
11270,59,722.42,2020,completed
11271,120,160.10,2021,pending
11272,340,846.25,2021,refunded
11273,50,302.36,2020,refunded
11274,79,410.24,2020,cancelled
11275,21,627.24,2024,completed
11276,1,581.54,2023,refunded
11277,378,80.16,2022,completed
11278,220,971.10,2024,pending
11279,103,51.82,2023,refunded
11280,391,343.85,2022,completed
11281,423,539.78,2022,pending
11282,458,856.03,2022,completed
11283,323,764.90,2021,pending
11284,343,518.48,2024,completed
11285,358,772.21,2022,completed
11286,203,22.94,2023,pending
11287,351,792.80,2024,completed
11288,371,258.67,2023,refunded
11289,381,770.90,2023,completed
11290,156,741.15,2022,completed
11291,253,761.91,2021,pending
11292,238,837.14,2024,completed
11293,261,693.12,2021,refunded
11294,49,358.84,2021,completed
11295,68,589.13,2022,completed
11296,300,435.22,2023,completed
11297,129,701.92,2020,refunded
11298,344,912.80,2020,cancelled
11299,98,821.60,2024,refunded
11300,136,381.42,2020,cancelled
11301,333,144.06,2021,completed
11302,223,530.55,2021,completed
11303,440,109.17,2023,completed
11304,26,681.41,2023,refunded
11305,373,461.59,2022,completed
11306,219,400.97,2022,completed
11307,329,830.23,2023,cancelled
11308,319,944.51,2020,completed
11309,313,546.95,2021,refunded
11310,222,980.09,2022,completed
11311,250,834.14,2022,refunded
11312,156,607.21,2021,cancelled
11313,360,888.92,2023,pending
11314,189,324.32,2022,completed
11315,214,115.09,2024,completed
11316,349,694.05,2023,completed
11317,69,225.40,2021,pending
11318,479,722.57,2021,completed
11319,304,374.64,2023,refunded
11320,107,636.56,2022,completed
11321,281,382.47,2021,completed
11322,404,39.09,2023,refunded
11323,280,329.63,2020,completed
11324,391,334.59,2021,completed
11325,285,376.78,2020,cancelled
11326,495,980.15,2021,completed
11327,373,556.46,2021,refunded
11328,482,275.81,2020,cancelled
11329,137,321.41,2020,pending
11330,32,337.81,2023,completed
11331,49,577.40,2022,completed
11332,248,248.02,2022,completed
11333,456,821.99,2024,completed
11334,332,303.11,2021,pending
11335,25,833.63,2021,completed
11336,113,248.44,2022,completed
11337,121,165.70,2020,completed
11338,221,260.10,2024,cancelled
11339,136,290.11,2021,completed
11340,41,829.06,2024,completed
11341,387,581.74,2021,completed
11342,175,509.34,2021,completed
11343,8,153.54,2024,completed
11344,201,50.14,2020,completed
11345,483,445.26,2021,completed
11346,310,976.81,2024,completed
11347,236,116.76,2023,completed
11348,479,462.48,2023,completed
11349,57,817.15,2022,refunded
11350,338,480.52,2023,cancelled
11351,270,232.23,2020,cancelled
11352,425,277.35,2023,cancelled
11353,388,281.82,2023,pending
11354,119,661.57,2020,pending
11355,310,181.57,2024,pending
11356,284,392.26,2021,refunded
11357,490,324.04,2020,completed
11358,281,88.07,2024,refunded
11359,268,994.26,2024,refunded
11360,260,756.29,2021,completed
11361,341,967.97,2024,completed
11362,103,922.29,2024,completed
11363,357,435.95,2024,cancelled
11364,248,481.26,2022,completed
11365,334,653.39,2021,refunded
11366,24,417.67,2023,pending
11367,118,20.85,2024,completed
11368,130,251.38,2020,completed
11369,415,66.86,2023,completed
11370,260,655.36,2020,completed
11371,467,222.64,2020,completed
11372,97,803.09,2023,cancelled
11373,274,126.28,2023,refunded
11374,484,599.13,2021,pending
11375,29,868.58,2022,completed
11376,383,170.42,2022,cancelled
11377,40,440.27,2021,completed
11378,399,174.00,2020,refunded
11379,422,572.41,2022,pending
11380,495,799.12,2020,cancelled
11381,345,813.65,2022,cancelled
11382,167,69.68,2024,cancelled
11383,301,776.99,2024,completed
11384,472,978.52,2023,completed
11385,202,149.68,2023,pending
11386,365,189.79,2020,completed
11387,134,233.02,2020,cancelled
11388,322,506.40,2023,cancelled
11389,59,729.04,2020,cancelled
11390,306,398.14,2022,completed
11391,291,943.24,2020,cancelled
11392,429,465.15,2021,refunded
11393,165,612.93,2022,refunded
11394,171,439.07,2024,pending
11395,184,931.39,2021,completed
11396,280,11.63,2020,completed
11397,339,451.64,2021,cancelled
11398,205,497.19,2021,refunded
11399,110,840.23,2021,completed
11400,48,682.87,2022,completed
11401,256,930.56,2020,cancelled
11402,382,934.45,2023,completed
11403,313,82.89,2022,completed
11404,118,258.58,2022,pending
11405,334,115.09,2022,pending
11406,16,541.78,2022,pending
11407,172,585.96,2022,pending
11408,498,761.70,2023,cancelled
11409,31,827.97,2021,completed
11410,377,849.26,2023,cancelled
11411,248,568.92,2020,cancelled
11412,413,931.66,2022,completed
11413,254,417.75,2020,refunded
11414,156,546.92,2021,completed
11415,240,43.84,2022,pending
11416,468,631.63,2023,pending
11417,120,98.18,2021,cancelled
11418,99,343.98,2023,refunded
11419,481,319.86,2024,pending
11420,406,634.20,2022,completed
11421,116,240.01,2021,completed
11422,418,960.78,2021,refunded
11423,104,579.87,2020,completed
11424,118,594.17,2021,refunded
11425,457,458.16,2022,completed
11426,8,13.56,2024,completed
11427,125,901.15,2023,completed
11428,345,772.71,2020,completed
11429,470,162.72,2024,completed
11430,190,875.48,2020,cancelled
11431,441,768.09,2023,pending
11432,465,542.29,2021,completed
11433,247,110.87,2023,pending
11434,401,155.30,2020,pending
11435,3,303.37,2021,refunded
11436,81,830.59,2022,refunded
11437,442,540.98,2021,refunded
11438,394,139.81,2024,refunded
11439,117,706.17,2022,completed
11440,167,99.77,2021,pending
11441,117,434.46,2024,completed
11442,305,449.85,2022,completed
11443,297,699.81,2024,completed
11444,190,169.37,2021,cancelled
11445,280,219.98,2022,completed
11446,351,75.81,2020,cancelled
11447,57,544.69,2021,completed
11448,23,993.18,2022,completed
11449,51,948.73,2022,completed
11450,144,119.95,2022,completed
11451,239,922.22,2020,completed
11452,457,408.01,2020,cancelled
11453,391,541.06,2020,pending
11454,242,703.52,2024,refunded
11455,143,379.25,2024,cancelled
11456,161,149.11,2022,completed
11457,180,539.81,2024,cancelled
11458,425,842.88,2020,completed
11459,38,392.46,2022,refunded
11460,393,923.86,2022,refunded
11461,76,370.91,2024,refunded
11462,336,973.53,2022,cancelled
11463,37,827.53,2020,pending
11464,206,423.30,2024,completed
11465,357,458.00,2024,refunded
11466,344,784.42,2024,completed
11467,130,987.70,2023,refunded
11468,443,491.45,2020,refunded
11469,175,232.45,2020,refunded
11470,174,232.95,2020,completed
11471,1,722.70,2021,cancelled
11472,276,772.99,2020,cancelled
11473,462,796.04,2021,refunded
11474,255,318.19,2020,cancelled
11475,459,531.12,2023,refunded
11476,240,476.60,2021,cancelled
11477,40,284.44,2023,cancelled
11478,74,425.59,2022,completed
11479,395,277.56,2021,completed
11480,352,148.29,2020,pending
11481,303,211.88,2020,refunded
11482,230,673.37,2023,refunded
11483,405,966.99,2024,refunded
11484,204,465.57,2024,completed
11485,53,954.06,2022,completed
11486,149,420.03,2021,refunded
11487,97,99.36,2022,pending
11488,373,713.50,2022,pending
11489,32,642.91,2021,pending
11490,216,62.67,2021,refunded
11491,344,202.65,2021,completed
11492,351,819.49,2021,refunded
11493,142,116.69,2022,pending
11494,291,797.86,2020,cancelled
11495,443,229.91,2023,completed
11496,422,680.09,2021,completed
11497,25,751.47,2020,completed
11498,83,817.31,2021,pending
11499,491,560.72,2020,pending
11500,222,559.10,2022,completed
11501,296,629.01,2020,completed
11502,28,80.17,2021,pending
11503,441,809.17,2023,refunded
11504,393,53.46,2023,completed
11505,270,632.77,2023,completed
11506,309,720.93,2024,completed
11507,472,695.37,2024,cancelled
11508,163,187.49,2020,completed
11509,211,34.16,2021,refunded
11510,441,833.11,2024,completed
11511,164,744.95,2021,pending
11512,248,220.46,2023,pending
11513,24,609.20,2022,completed
11514,312,193.56,2020,pending
11515,47,37.79,2024,completed
11516,435,496.34,2021,completed
11517,464,957.79,2021,completed
11518,27,29.78,2021,pending
11519,284,548.96,2022,cancelled
11520,301,65.16,2020,pending
11521,224,110.24,2024,refunded
11522,200,759.13,2021,pending
11523,69,294.39,2024,refunded
11524,18,163.57,2023,pending
11525,9,502.55,2020,completed
11526,449,352.44,2024,cancelled
11527,277,856.04,2022,pending
11528,296,104.32,2023,pending
11529,259,451.88,2022,pending
11530,333,608.65,2023,completed
11531,31,546.66,2020,completed
11532,488,180.15,2022,completed
11533,374,648.04,2024,cancelled
11534,204,719.21,2023,cancelled
11535,434,52.86,2024,completed
11536,141,191.65,2021,completed
11537,318,251.99,2022,completed
11538,415,878.39,2020,completed
11539,410,171.51,2020,pending
11540,196,866.56,2024,cancelled
11541,196,159.78,2020,pending
11542,458,872.59,2024,completed
11543,172,302.74,2024,completed
11544,11,133.43,2024,pending
11545,206,121.68,2020,completed
11546,7,365.73,2023,cancelled
11547,448,805.62,2023,completed
11548,25,941.33,2022,cancelled
11549,209,232.50,2021,completed
11550,248,240.80,2020,completed
11551,102,545.41,2022,completed
11552,476,861.75,2024,cancelled
11553,146,964.16,2022,completed
11554,142,290.87,2021,completed
11555,78,524.64,2022,completed
11556,9,997.83,2021,refunded
11557,234,287.40,2024,completed
11558,44,753.32,2020,completed
11559,54,564.20,2020,completed
11560,351,264.22,2023,pending
11561,375,768.11,2024,refunded
11562,289,893.98,2020,refunded
11563,109,877.91,2022,pending
11564,143,804.64,2023,completed
11565,468,40.24,2020,completed
11566,74,598.52,2024,pending
11567,303,830.90,2024,cancelled
11568,19,478.52,2020,completed
11569,338,496.14,2022,cancelled
11570,179,852.96,2024,pending
11571,308,347.44,2021,completed
11572,223,97.60,2022,completed
11573,490,748.49,2023,refunded
11574,160,430.95,2020,pending
11575,340,145.16,2023,completed
11576,164,194.83,2023,refunded
11577,254,479.56,2021,completed
11578,380,749.01,2024,completed
11579,175,46.55,2021,completed
11580,495,174.82,2021,completed
11581,103,758.63,2022,refunded
11582,104,995.44,2023,completed
11583,196,38.48,2022,cancelled
11584,292,224.46,2024,completed
11585,135,860.20,2021,completed
11586,70,293.00,2020,completed
11587,387,479.38,2024,cancelled
11588,193,653.96,2023,completed
11589,393,868.69,2020,cancelled
11590,77,646.93,2023,completed
11591,11,675.57,2021,completed
11592,90,936.93,2024,pending
11593,472,207.42,2020,completed
11594,445,550.48,2020,completed
11595,297,551.20,2020,completed
11596,496,211.39,2020,completed
11597,355,77.30,2021,completed
11598,43,887.78,2022,cancelled
11599,328,526.43,2021,refunded
11600,497,677.82,2021,completed
11601,407,171.73,2022,completed
11602,433,884.42,2024,pending
11603,358,365.09,2023,refunded
11604,158,180.59,2021,cancelled
11605,24,419.46,2024,completed
11606,158,865.74,2022,completed
11607,99,907.30,2024,cancelled
11608,281,580.13,2023,completed
11609,44,322.27,2022,completed
11610,139,613.34,2022,cancelled
11611,216,927.11,2021,pending
11612,329,174.73,2021,completed
11613,340,670.49,2023,refunded
11614,108,546.44,2024,pending
11615,128,337.90,2021,cancelled
11616,373,78.14,2021,cancelled
11617,386,519.63,2020,completed
11618,232,370.21,2022,cancelled
11619,141,151.47,2024,refunded
11620,362,708.48,2021,completed
11621,398,985.83,2020,refunded
11622,341,535.75,2022,pending
11623,462,757.76,2024,completed
11624,241,979.90,2022,pending
11625,10,142.07,2023,pending
11626,146,836.64,2020,refunded
11627,192,239.25,2024,refunded
11628,337,267.13,2022,cancelled
11629,289,251.19,2024,cancelled
11630,295,220.81,2024,completed
11631,200,386.56,2020,completed
11632,493,753.42,2021,refunded
11633,77,220.02,2022,completed
11634,485,759.53,2022,refunded
11635,137,705.91,2024,completed
11636,105,512.46,2023,refunded
11637,217,606.32,2021,completed
11638,263,137.92,2023,refunded
11639,470,505.52,2023,completed
11640,339,785.32,2020,completed
11641,64,315.21,2022,cancelled
11642,233,299.95,2020,completed
11643,496,309.57,2024,pending
11644,316,357.84,2024,cancelled
11645,61,897.07,2024,refunded
11646,97,939.75,2023,cancelled
11647,176,342.65,2024,completed
11648,446,145.43,2024,pending
11649,349,503.19,2020,completed
11650,77,924.64,2021,completed
11651,44,456.44,2024,pending
11652,92,108.02,2021,pending
11653,225,216.45,2024,refunded
11654,405,425.13,2022,refunded
11655,74,442.35,2020,refunded
11656,337,662.76,2021,completed
11657,118,281.10,2024,pending
11658,115,502.94,2021,refunded
11659,232,393.21,2023,pending
11660,86,490.93,2022,refunded
11661,438,868.90,2021,pending
11662,242,232.21,2020,completed
11663,245,843.55,2022,refunded
11664,245,634.98,2021,completed
11665,152,233.24,2020,completed
11666,401,169.31,2023,completed
11667,268,541.92,2020,cancelled
11668,126,870.56,2024,refunded
11669,424,668.11,2021,completed
11670,387,97.78,2021,completed
11671,126,504.77,2024,completed
11672,477,967.49,2020,completed
11673,223,287.82,2020,pending
11674,145,744.90,2023,completed
11675,111,427.80,2020,cancelled
11676,153,112.30,2021,completed
11677,222,55.03,2024,completed
11678,179,353.29,2021,cancelled
11679,478,376.21,2024,pending
11680,429,143.03,2023,completed
11681,272,308.76,2021,pending
11682,472,206.40,2022,refunded
11683,47,79.55,2022,completed
11684,304,290.77,2022,completed
11685,112,360.13,2020,completed
11686,365,231.18,2022,completed
11687,2,779.99,2020,pending
11688,206,775.43,2024,completed
11689,27,358.87,2023,pending
11690,255,584.21,2023,refunded
11691,315,930.68,2022,completed
11692,122,440.32,2020,completed
11693,25,720.92,2021,refunded
11694,70,880.43,2023,completed
11695,458,965.58,2023,pending
11696,34,685.91,2023,completed
11697,441,325.62,2024,refunded
11698,98,329.44,2024,completed
11699,56,572.83,2023,completed
11700,57,396.70,2023,cancelled
11701,471,169.62,2020,completed
11702,408,904.25,2021,refunded
11703,198,242.24,2024,completed
11704,46,287.48,2022,cancelled
11705,422,979.65,2023,completed
11706,106,354.68,2023,refunded
11707,292,697.65,2023,completed
11708,370,730.46,2024,completed
11709,294,551.11,2024,refunded
11710,98,556.07,2023,pending
11711,271,484.52,2021,pending
11712,380,138.42,2023,refunded
11713,356,255.80,2022,completed
11714,13,114.47,2024,refunded
11715,17,204.07,2023,cancelled
11716,440,322.34,2021,completed
11717,291,177.17,2020,cancelled
11718,5,346.05,2024,completed
11719,276,245.39,2023,refunded
11720,237,402.87,2021,completed
11721,156,353.95,2024,refunded
11722,208,921.86,2020,completed
11723,89,384.79,2022,completed
11724,60,422.42,2021,completed
11725,135,732.09,2023,pending
11726,139,567.07,2024,completed
11727,41,805.59,2023,completed
11728,313,809.80,2022,completed
11729,332,170.48,2024,completed
11730,32,703.53,2023,refunded
11731,331,338.88,2021,pending
11732,182,184.21,2022,cancelled
